age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,target
59,4,223215,12,1,11,1,0,0,0,0,42,0,0
17,2,95799,6,0,5,3,0,1,0,0,18,0,0
25,1,213385,12,0,10,3,0,0,0,0,80,0,0
49,4,202467,8,1,11,1,0,0,0,0,40,0,1
55,1,145574,8,2,1,0,0,0,34095,0,60,0,0
39,2,147548,8,1,10,1,0,0,0,0,40,0,0
67,2,105216,12,6,3,0,0,1,0,0,16,0,0
28,2,77760,8,0,4,4,0,0,0,0,40,0,0
35,2,167990,4,1,8,1,0,0,0,0,40,8,0
44,2,167005,8,1,0,1,0,0,0,0,48,0,1
51,2,108435,14,1,3,1,0,0,0,0,47,0,1
55,2,56645,13,6,7,3,2,0,0,0,40,0,0
45,4,304973,8,1,11,1,0,0,0,0,78,0,1
32,2,42596,8,1,10,1,0,0,0,0,48,0,0
45,2,220641,12,2,1,4,0,1,0,0,40,0,0
45,2,101452,14,1,1,1,0,0,15024,0,60,7,1
35,2,188888,13,0,5,0,0,0,0,0,40,0,1
55,4,168790,8,1,6,1,0,0,0,0,44,0,0
59,2,98361,12,1,10,1,0,0,0,0,40,0,1
22,2,401762,8,0,0,0,0,1,0,0,55,0,0
46,4,160187,14,6,1,4,1,1,0,0,35,0,0
23,2,203715,8,0,7,3,0,0,0,0,40,0,0
47,2,144351,13,1,1,1,0,0,0,0,45,0,1
34,2,420749,8,1,10,1,0,0,0,0,30,9,0
51,2,106151,6,2,6,3,0,0,0,0,40,0,0
40,2,362482,11,1,5,1,0,0,0,0,50,0,0
24,0,38151,12,0,0,3,0,0,0,0,12,0,0
20,2,42706,12,0,7,0,0,0,0,0,72,0,0
44,2,126199,12,2,6,4,0,0,1831,0,50,0,0
26,2,165510,8,2,10,4,0,0,0,0,40,0,0
35,4,216068,8,4,0,4,0,1,0,0,38,0,0
23,2,215624,12,0,8,4,2,0,0,0,40,36,0
40,2,239708,8,2,10,0,0,0,0,0,50,0,0
49,4,199378,8,1,11,1,0,0,0,0,40,0,0
32,2,230420,8,0,8,0,0,0,0,0,45,0,0
28,2,395022,11,2,3,4,0,1,0,0,40,0,0
51,2,338620,14,1,1,1,0,0,15024,0,60,0,1
62,2,210142,11,1,1,1,0,0,0,0,50,0,1
31,2,446358,12,1,8,1,0,0,0,0,40,4,0
47,4,352614,10,1,11,1,0,0,0,0,40,0,1
36,2,293528,11,0,9,0,0,1,0,0,3,0,0
44,0,55395,8,0,10,0,0,0,0,0,40,0,0
46,2,428405,13,1,1,1,0,0,0,0,40,0,1
32,2,126838,8,0,10,0,0,0,0,0,40,0,0
51,1,136836,10,2,6,4,1,1,0,0,30,0,0
48,2,105838,13,1,1,1,0,0,0,0,45,0,1
28,2,139903,13,0,8,4,1,1,0,0,40,0,0
57,5,106103,12,1,9,1,0,0,0,0,60,0,1
33,2,186824,11,1,5,1,0,0,0,0,40,0,0
42,2,350387,8,4,8,0,0,0,0,0,15,0,0
17,2,142912,5,0,4,3,0,0,0,0,40,0,0
31,5,114937,13,1,1,1,0,0,0,0,55,0,1
35,2,147258,12,0,8,0,0,0,0,1974,40,0,0
20,2,451996,8,0,2,3,0,0,0,0,40,0,0
36,2,149833,8,1,1,2,0,1,0,0,40,0,0
24,2,211968,12,0,5,0,0,1,0,0,24,0,0
33,2,287908,12,1,6,1,1,0,0,0,50,0,1
36,2,166549,12,1,0,1,0,0,0,0,40,0,0
31,2,25216,13,2,1,4,0,1,0,0,40,0,0
29,2,286452,10,2,5,4,0,1,3418,0,40,0,0
47,2,162034,13,1,5,1,0,0,0,0,60,0,1
30,2,186932,15,1,3,1,0,0,5178,0,75,0,1
34,2,82938,8,1,7,1,0,0,0,0,50,0,0
23,2,122048,8,0,8,5,0,1,0,0,40,0,0
33,2,118710,11,2,0,0,0,0,0,0,40,0,0
59,2,243226,5,2,8,0,0,1,0,0,40,0,0
67,1,268514,13,2,3,0,0,0,0,0,40,0,0
26,2,365289,8,2,8,0,0,0,0,0,40,0,0
27,2,165365,8,1,8,1,2,0,2885,0,40,17,0
24,2,283757,13,0,0,3,0,0,0,0,39,0,0
44,3,206553,11,2,9,0,0,0,0,0,40,0,0
31,2,113364,8,1,10,1,0,0,0,0,40,0,1
28,2,328949,9,1,3,1,0,0,0,0,60,0,0
19,2,83930,8,0,4,3,0,1,0,0,20,0,0
31,1,325355,13,1,1,2,0,1,0,1902,40,0,1
20,2,131852,8,0,0,0,0,1,0,0,40,0,0
64,2,119506,8,2,4,0,0,1,0,0,15,0,0
47,0,100818,8,1,0,2,0,1,0,0,40,0,1
36,2,162302,12,0,0,0,0,1,0,0,35,0,0
48,2,182211,8,1,10,1,0,0,0,0,44,0,1
19,1,194205,12,0,4,3,0,1,0,0,40,4,0
22,2,141040,8,0,5,3,1,1,0,0,35,0,0
56,2,346033,4,2,0,0,0,0,0,0,40,0,0
22,2,177125,12,0,0,0,0,0,0,0,50,0,0
37,2,241174,13,1,3,1,0,0,0,0,99,0,1
57,4,130532,13,6,3,0,0,1,0,0,35,0,0
38,2,168496,10,1,5,1,0,0,0,0,50,0,1
34,2,362787,8,0,8,4,1,1,0,0,40,0,0
38,3,48123,12,2,1,0,0,1,0,0,40,0,0
30,5,173858,12,1,1,1,2,0,0,1902,40,27,1
32,2,207201,13,0,3,0,0,0,0,0,45,0,1
29,2,37933,7,3,4,0,1,1,0,0,40,0,0
56,2,33323,8,1,8,1,0,0,0,0,40,0,0
42,2,175943,11,1,1,2,0,1,7298,0,35,0,1
71,4,229110,8,6,1,5,0,1,0,0,33,0,0
20,2,113511,6,0,6,3,0,0,0,0,40,0,0
25,2,333677,8,0,8,3,0,0,0,0,36,0,0
61,2,115023,12,1,3,1,0,0,0,0,50,0,1
24,0,133586,13,1,1,2,0,1,0,0,40,0,0
51,2,91137,4,0,4,4,1,1,0,0,40,0,0
27,2,105598,8,0,0,0,0,0,0,0,40,0,0
41,2,352812,12,1,1,2,0,1,0,1902,40,0,1
31,2,204829,8,2,8,0,0,0,0,0,40,0,0
39,2,247733,8,2,13,4,1,1,0,0,16,0,0
51,1,103257,9,1,3,1,0,0,0,0,40,0,0
52,2,178915,8,0,1,4,0,1,0,0,40,0,0
49,2,54260,13,1,3,1,0,0,0,0,40,0,1
43,2,55395,12,1,10,1,0,0,0,0,40,0,0
45,2,233511,13,1,1,1,0,0,0,1977,60,0,1
49,2,318331,8,2,8,0,0,0,0,0,40,0,0
19,2,195985,8,0,4,0,0,1,0,0,40,0,0
44,1,38876,8,1,7,1,0,0,0,0,40,0,0
67,5,81413,8,1,6,1,0,0,0,0,40,0,0
58,2,172618,9,1,3,1,0,0,0,0,45,0,1
36,2,174717,13,1,3,1,0,0,7688,0,40,0,1
67,2,224984,8,6,0,0,0,1,15831,0,16,9,1
61,2,423297,15,1,3,1,0,0,0,0,40,0,1
55,4,88856,3,0,4,4,1,1,0,0,40,0,0
35,3,39207,8,0,0,0,0,0,0,0,40,0,0
35,2,340018,5,0,4,4,1,1,0,0,38,0,0
20,0,30796,12,0,0,3,0,1,0,0,10,0,0
51,2,155403,8,1,0,2,1,1,0,0,40,0,0
23,2,238092,13,0,3,3,0,0,0,0,40,0,0
39,2,225605,8,1,7,1,0,0,0,0,24,0,0
36,2,289148,12,2,4,4,0,1,0,0,40,0,0
47,2,339863,8,1,5,1,0,0,0,0,45,0,1
27,2,178778,13,0,5,0,0,0,0,0,80,0,1
29,2,568490,8,1,10,1,0,0,0,0,40,0,0
21,0,129345,12,0,11,0,0,0,0,0,40,0,0
18,2,447882,12,0,0,0,0,1,0,0,20,0,0
24,2,314165,12,0,1,3,0,0,0,0,20,0,0
39,3,382859,8,1,10,1,0,0,0,0,40,0,1
51,0,82504,12,1,1,1,0,0,0,0,40,0,0
47,2,149700,13,1,9,1,0,0,15024,0,40,0,1
62,2,209844,12,2,0,4,0,1,0,0,30,0,0
49,2,62546,13,1,1,1,0,0,0,0,40,0,1
20,2,228686,6,1,4,1,0,0,0,0,40,0,0
24,2,326587,12,0,5,0,0,0,0,0,40,0,0
25,2,202091,8,0,1,3,0,1,0,0,40,0,0
54,1,310774,13,1,5,1,0,0,0,0,40,0,0
25,2,450246,8,0,10,3,0,0,0,0,40,0,0
43,2,142444,12,2,5,4,0,1,0,0,55,0,1
26,2,82246,13,0,1,0,0,0,0,1876,38,0,0
24,2,192766,8,1,2,1,0,0,0,0,40,0,0
18,2,53109,6,0,4,3,3,0,0,0,20,0,0
45,1,298130,8,1,1,1,0,0,0,0,25,0,0
26,2,135645,13,0,5,0,0,0,0,0,40,0,0
47,2,265275,12,0,4,3,0,0,0,0,40,0,0
21,6,232719,8,0,10,3,1,0,0,0,40,0,0
29,2,167716,8,2,4,4,0,1,0,0,99,0,0
68,2,107627,12,1,3,1,0,0,0,0,15,0,0
21,2,129674,12,0,1,0,1,0,0,0,48,4,0
28,5,114053,12,0,1,0,0,0,0,0,30,0,0
46,2,202560,8,1,1,2,0,1,0,0,40,0,1
35,2,219902,8,4,6,4,1,1,0,0,48,0,0
50,1,192654,5,0,10,0,0,0,0,0,25,0,0
48,5,238966,12,2,1,0,0,0,0,0,40,0,0
59,2,153484,13,1,10,1,0,0,15024,0,50,0,1
23,2,161874,12,0,1,3,1,0,0,0,40,0,0
53,2,260106,8,6,5,0,0,1,0,0,30,0,0
50,5,240374,14,1,5,1,0,0,0,0,40,0,1
53,2,223696,7,3,2,0,4,0,0,0,56,21,0
52,2,176134,8,1,8,1,1,0,0,0,48,0,0
38,2,186959,13,1,3,1,0,0,0,0,50,0,0
43,2,456236,14,1,1,1,0,0,0,0,50,0,1
35,2,98948,13,1,4,2,0,1,0,0,32,0,0
41,2,166662,9,1,1,1,0,0,0,0,50,0,1
22,2,448626,12,0,5,3,0,0,0,0,40,0,0
39,2,167482,8,1,4,1,0,0,0,0,60,0,1
45,2,189792,14,1,5,1,0,0,0,0,40,0,1
31,2,399052,4,1,7,2,0,1,0,0,42,0,0
40,2,104196,13,1,3,1,0,0,0,1887,40,0,1
47,1,152752,2,1,6,1,0,0,0,0,20,0,0
53,2,268545,8,1,10,1,1,0,0,0,40,2,0
53,5,148532,13,1,5,1,0,0,0,0,60,0,1
33,4,281784,13,0,9,0,1,0,0,1564,52,0,1
24,2,225724,13,0,0,3,0,1,0,0,20,0,0
34,2,200192,12,0,4,0,0,1,0,0,40,0,0
46,5,170850,8,1,5,1,0,0,0,0,50,0,1
29,3,224858,12,1,11,1,0,0,0,0,60,0,0
61,0,159908,6,6,4,4,0,1,0,0,32,0,1
31,2,115488,8,1,7,1,0,0,0,0,40,0,0
29,2,1268339,8,3,9,3,1,0,0,0,40,0,0
42,2,195755,8,4,10,4,0,0,0,0,40,0,0
50,3,186272,12,1,1,1,0,0,0,0,40,0,0
34,2,181388,8,2,0,0,0,1,0,0,40,0,0
39,2,177181,3,1,6,1,0,0,0,0,40,0,0
74,2,91488,1,1,6,1,1,0,0,0,20,0,0
40,2,230961,12,1,5,1,0,0,0,0,40,0,0
75,1,309955,9,1,3,1,0,0,0,2174,50,0,1
40,4,63042,13,1,3,2,0,1,0,0,40,0,1
36,2,29814,6,1,10,1,0,0,0,0,40,0,0
28,2,191088,13,1,1,2,0,1,0,0,40,0,1
19,2,63814,12,0,0,0,0,1,0,0,18,0,0
36,2,285865,10,4,4,4,1,1,0,0,32,0,0
50,3,299831,12,2,0,4,0,1,0,880,40,0,0
47,2,162741,10,1,3,2,1,1,15024,0,40,0,1
48,2,204990,8,0,9,4,1,1,0,0,33,2,0
60,5,171315,8,2,10,0,0,0,0,0,40,0,0
30,2,296462,14,0,3,0,1,0,0,0,30,0,0
32,2,103860,13,1,1,1,0,0,0,0,50,0,1
45,4,159816,14,1,3,2,0,1,0,1977,35,0,1
51,2,96586,12,1,9,1,0,0,0,0,40,0,1
53,2,202720,4,3,8,4,1,0,0,0,75,19,0
48,1,379883,14,1,1,1,0,0,0,0,40,4,1
32,2,294121,10,2,8,0,0,1,0,0,50,0,0
31,2,234387,8,2,1,4,1,1,0,0,40,0,0
58,1,154537,13,2,4,0,0,1,0,0,20,0,0
32,2,125856,10,1,1,1,0,0,0,0,60,0,1
32,2,156015,13,0,3,0,0,0,0,0,40,0,0
40,2,116632,13,2,5,3,0,0,0,0,80,0,0
50,2,124963,13,1,1,1,0,0,99999,0,55,0,1
38,1,115215,5,4,8,0,0,0,0,0,40,0,0
30,2,254905,8,1,8,1,0,0,0,0,40,0,0
21,2,195532,8,0,0,4,0,1,0,0,40,0,0
28,2,190067,13,0,3,3,0,1,0,1564,40,0,1
32,2,203674,10,2,3,4,0,1,0,880,36,0,0
25,2,322585,8,0,5,0,0,0,0,0,45,0,0
59,2,246262,12,1,9,1,0,0,0,0,40,0,1
49,2,139268,12,0,10,3,0,0,0,0,40,0,0
36,2,188540,13,0,1,0,0,0,0,0,40,0,0
46,2,94809,12,2,13,4,0,1,0,0,30,0,0
37,4,265038,9,1,3,1,0,0,0,0,60,0,1
48,2,182566,13,1,5,1,1,0,0,0,40,0,1
43,2,220109,12,1,4,1,0,0,0,1672,44,0,0
41,2,208470,8,1,1,1,0,0,0,0,40,0,1
54,2,28683,8,1,5,1,0,0,3464,0,40,0,0
36,2,233571,12,2,1,0,0,1,0,0,4,0,0
29,2,24562,13,2,4,4,4,1,0,0,40,0,0
66,4,36364,8,1,10,1,0,0,0,2267,40,0,0
59,2,168569,9,0,3,0,0,0,0,0,50,0,0
62,2,167098,13,1,1,1,0,0,0,0,40,0,1
29,2,271579,5,0,10,0,0,0,0,0,40,4,0
28,2,191355,13,1,5,1,0,0,0,0,45,0,1
27,2,31659,13,1,8,1,0,0,0,1887,60,0,1
42,0,83411,8,1,1,1,0,0,0,0,40,0,1
60,2,40856,11,1,10,1,0,0,0,0,46,0,1
58,2,115605,14,1,3,1,0,0,0,0,50,0,1
27,2,132326,12,1,10,1,0,0,0,0,40,0,0
45,2,220213,8,6,10,0,0,1,0,0,40,0,0
50,2,172511,12,1,10,1,0,0,0,0,40,0,1
43,2,156745,12,1,10,1,1,0,0,0,40,0,0
39,2,218916,9,2,1,0,0,0,0,0,50,0,0
21,2,306114,12,0,0,3,0,0,0,0,20,0,0
24,2,196675,8,1,2,1,1,0,0,0,70,0,0
59,1,73411,9,1,7,1,0,0,0,0,30,0,0
36,2,184659,8,1,8,1,0,0,0,0,40,0,1
35,2,320451,14,1,1,1,2,0,0,0,65,37,1
33,2,172498,12,2,2,3,0,0,0,0,40,0,0
30,2,131588,8,0,10,0,1,1,0,0,45,0,0
40,2,124520,11,2,10,4,0,0,0,0,50,0,1
26,1,93806,12,1,5,1,0,0,0,0,55,0,0
37,3,173192,11,4,0,0,1,0,0,0,40,0,0
68,1,198554,12,2,6,0,0,1,0,0,20,0,0
45,2,26502,13,1,10,1,0,0,0,0,72,0,1
56,2,225267,8,1,3,1,0,0,0,0,40,0,0
36,2,150042,8,0,0,3,0,1,0,0,40,0,0
50,2,211319,13,1,1,1,0,0,7298,0,50,0,1
38,2,208358,11,1,5,1,0,0,0,0,40,0,0
29,2,58115,13,1,5,1,0,0,0,0,41,0,0
28,2,219267,8,0,4,4,0,1,0,0,28,0,0
39,3,129573,12,1,0,1,0,0,0,0,50,0,0
26,4,27834,13,0,11,0,0,0,0,0,40,0,0
52,5,415037,12,2,1,0,0,0,0,0,65,0,1
52,2,191529,13,2,7,0,0,0,0,0,40,0,0
84,2,132806,8,6,4,0,0,1,0,0,13,0,0
33,3,137059,12,0,4,0,0,1,0,0,10,0,0
46,3,102308,9,1,3,1,0,0,15024,0,50,0,1
30,2,164309,8,0,5,0,0,1,0,0,35,0,0
38,2,40955,13,1,3,1,0,0,0,0,40,7,1
66,2,141085,8,6,13,0,0,1,0,0,8,0,0
62,3,258124,14,1,0,1,0,0,0,0,40,25,1
31,2,467579,13,1,1,1,1,0,0,1887,40,0,1
31,2,145139,13,1,10,1,0,0,0,0,40,0,1
39,2,231141,8,1,8,1,0,0,2829,0,40,0,0
27,2,242207,13,0,9,3,0,1,0,0,40,0,0
38,2,135416,12,2,0,3,0,1,0,0,40,0,0
25,2,267284,8,0,2,5,0,0,0,0,40,0,0
48,2,130812,8,1,1,2,0,1,0,0,40,0,0
45,4,188823,14,1,3,1,0,0,0,0,50,0,1
22,2,200593,12,0,5,3,0,0,0,0,40,0,0
50,2,124094,8,1,10,1,0,0,0,0,40,12,0
21,2,50411,8,0,7,0,0,0,0,0,40,0,0
44,4,101689,12,2,0,4,0,1,0,0,40,0,0
60,1,73091,8,4,4,0,1,0,0,1876,50,0,0
51,2,176969,8,1,8,1,0,0,0,0,48,0,0
30,2,342709,8,3,10,5,0,0,0,0,40,0,0
46,1,368561,10,2,10,0,0,0,0,0,40,0,0
43,2,26915,11,1,1,1,0,0,0,0,45,0,1
57,2,157974,8,0,4,0,1,0,0,0,48,0,0
48,2,109832,14,1,3,1,0,0,0,1902,40,0,1
68,1,195881,8,1,7,1,0,0,2414,0,40,0,0
33,2,183000,12,0,4,0,0,0,0,0,24,0,0
22,6,302347,8,0,2,3,0,0,4416,0,40,0,0
28,2,217200,8,0,8,0,0,0,0,0,50,0,0
32,2,31740,14,1,3,1,2,0,0,0,40,3,0
56,2,35520,8,2,10,0,0,0,0,0,42,0,0
36,2,369843,8,1,4,1,0,0,0,0,50,0,0
34,2,199227,12,1,1,1,0,0,0,0,55,0,0
18,2,144711,8,0,5,0,0,1,0,1721,40,0,0
39,2,382802,5,6,8,0,1,0,0,1590,40,0,0
25,2,254781,13,0,1,0,0,1,0,0,40,0,0
27,1,70657,12,0,10,0,0,0,0,0,35,0,0
56,1,50791,14,2,5,0,0,0,0,1876,60,0,0
33,1,222162,8,1,10,1,0,0,0,0,40,0,0
49,5,94606,15,1,3,1,1,0,0,0,60,0,1
44,1,104196,8,1,1,1,0,0,0,0,84,0,0
30,1,455995,6,0,10,0,0,0,0,0,45,0,1
27,2,166210,8,2,10,0,0,0,0,0,50,0,0
25,2,198986,13,0,0,0,0,0,0,0,40,0,1
30,5,292465,13,0,1,0,0,0,0,0,40,0,0
38,2,99388,10,1,4,1,0,0,0,0,40,22,0
38,2,698363,8,1,10,1,0,0,0,0,40,0,0
46,2,154940,12,2,5,4,0,1,0,0,40,0,0
37,2,401998,8,6,8,4,0,1,0,0,20,0,0
62,2,162825,8,1,1,1,0,0,0,0,40,0,1
55,1,271795,8,1,4,1,0,0,0,0,40,0,0
47,1,134671,8,3,10,0,0,0,0,0,40,0,0
45,2,87583,8,1,3,2,0,1,0,0,14,0,0
50,2,248619,8,1,10,1,0,0,0,0,40,0,0
36,2,130200,8,2,8,4,0,0,0,0,40,0,0
45,2,178922,8,0,5,0,0,1,0,0,20,0,0
23,2,51985,8,0,6,0,0,0,0,0,38,0,0
37,2,125933,10,1,1,1,0,0,7688,0,50,0,1
38,0,104280,15,1,3,1,0,0,0,0,55,0,1
27,2,617860,12,0,2,3,1,0,0,0,40,0,0
29,2,122112,13,1,5,2,0,1,0,0,50,0,0
45,4,181758,14,0,3,0,0,1,0,0,40,0,0
41,5,223671,8,1,5,1,0,0,0,1887,55,0,1
38,1,140117,12,0,4,0,0,1,0,0,20,0,0
27,2,107458,13,0,3,0,0,0,0,0,40,0,0
44,3,306440,8,2,10,0,0,0,0,0,40,0,0
33,3,615893,14,1,6,1,1,0,0,0,40,35,0
28,5,201186,8,1,5,1,1,0,99999,0,40,0,1
32,2,37210,13,1,1,1,0,0,0,0,45,0,1
43,2,196084,14,1,3,1,0,0,0,0,55,0,0
45,4,166181,8,2,4,3,1,1,0,0,40,0,0
52,3,291096,10,1,4,1,0,0,7298,0,40,0,1
24,2,232841,8,0,4,0,0,0,0,0,35,0,0
47,2,408788,11,1,3,1,0,0,0,0,40,0,1
53,5,42924,15,2,1,0,0,0,14084,0,50,0,1
31,2,181091,13,1,5,1,0,0,0,0,40,0,1
30,2,200246,11,0,10,0,0,0,0,0,40,0,0
56,2,282023,8,1,0,1,0,0,0,0,40,0,0
49,3,128990,13,1,3,1,0,0,0,0,40,0,1
38,2,106838,8,1,6,1,0,0,0,0,40,0,0
19,2,144750,12,0,0,3,0,0,0,0,18,0,0
39,2,108140,11,1,10,1,0,0,0,0,40,0,0
38,2,103323,8,1,1,1,0,0,0,0,40,0,0
47,2,268022,8,1,6,1,0,0,0,0,55,0,1
58,2,197114,6,1,10,1,0,0,0,0,40,0,0
27,2,191628,8,0,6,0,1,0,2174,0,40,0,0
59,4,176118,14,2,3,0,0,0,0,0,40,0,1
24,2,42401,13,0,5,0,0,0,0,0,47,0,0
42,2,322385,11,1,8,1,0,0,2407,0,40,0,0
53,0,123011,14,1,1,1,0,0,0,0,60,0,1
35,2,210945,8,1,2,1,0,0,0,0,50,0,0
36,4,130620,8,1,0,2,2,1,0,0,40,26,1
26,2,248990,8,1,10,1,0,0,0,0,40,4,0
33,2,132705,4,4,0,0,0,0,0,0,48,0,0
29,2,94892,12,1,3,1,0,0,0,0,40,0,0
43,2,141858,6,1,2,1,0,0,0,0,40,0,0
35,2,81232,13,1,5,1,0,0,15024,0,50,0,1
48,2,114561,13,3,3,5,2,1,0,0,36,11,1
45,4,191776,14,2,3,0,0,1,0,0,40,0,0
43,2,128354,8,2,1,0,0,1,0,0,40,0,0
27,2,37088,4,0,4,3,0,0,0,0,30,0,0
21,2,414812,3,0,10,3,0,0,0,0,40,0,0
39,2,33983,12,1,0,1,0,0,15024,0,40,0,1
52,1,194995,13,1,5,1,0,0,15024,0,55,0,1
41,5,73431,13,6,3,4,0,1,0,0,40,0,0
48,2,155664,8,1,10,1,0,0,7688,0,70,0,1
53,0,281074,8,2,1,0,0,0,0,1092,40,0,0
33,4,248346,10,1,10,1,0,0,0,0,50,0,0
37,2,167482,5,0,10,3,0,0,0,0,35,0,0
43,3,211763,15,4,3,4,1,1,0,0,24,0,1
20,2,122166,12,0,0,0,0,1,0,0,40,0,0
47,2,370119,9,1,3,1,0,0,0,0,50,0,1
36,1,138940,8,1,7,1,0,0,0,0,70,0,0
41,2,174575,8,1,6,1,0,0,0,1887,45,0,1
67,2,101132,3,1,10,1,0,0,1797,0,40,0,0
38,2,292307,13,3,10,0,1,0,0,0,40,21,0
47,1,248776,14,0,1,0,1,0,0,0,25,0,0
39,2,314007,11,1,9,1,0,0,0,0,40,0,0
36,2,76845,8,0,4,3,1,0,0,0,35,0,0
24,2,148320,12,1,0,1,1,0,0,0,40,0,0
50,1,54261,8,1,7,1,0,0,0,0,84,0,0
21,2,223352,8,0,4,0,0,1,1055,0,30,0,0
21,2,211013,4,0,4,3,0,1,0,0,50,4,0
40,2,209833,8,0,10,0,0,0,0,0,40,0,0
19,2,356272,12,0,0,0,0,1,0,0,25,0,0
38,2,143538,8,0,8,0,0,1,0,0,40,0,0
34,2,242960,11,1,10,1,0,0,0,0,50,0,0
44,4,263871,12,2,1,0,0,0,0,0,50,0,0
20,2,151105,10,0,5,3,0,1,0,0,25,0,0
44,2,207685,8,0,1,0,0,0,0,1564,55,7,1
49,4,46537,8,2,0,0,0,1,594,0,10,0,0
45,5,84324,10,1,3,1,0,0,0,0,50,0,1
24,2,224716,8,0,10,3,0,0,0,0,40,0,0
34,2,186269,8,2,0,3,0,0,0,0,40,0,0
58,1,143731,8,1,5,1,0,0,0,0,72,0,1
39,2,236391,8,1,10,1,0,0,0,0,45,0,0
22,2,54560,8,0,4,3,0,0,0,0,40,0,0
38,2,266325,13,1,3,2,0,1,0,0,32,0,1
32,3,42900,9,1,3,1,0,0,15024,0,50,0,1
45,0,183710,8,2,6,0,0,0,0,0,48,0,0
23,2,278254,8,1,8,1,1,0,0,0,45,0,0
35,2,119992,10,1,10,1,0,0,0,0,45,0,0
52,2,284329,12,1,10,1,0,0,0,0,45,0,1
55,2,368727,12,2,10,0,0,0,0,0,40,0,0
23,2,353696,8,0,7,3,0,0,0,0,40,0,0
22,2,31387,13,1,0,3,3,1,2885,0,25,0,0
27,2,110931,8,1,0,1,0,0,0,0,40,0,0
24,2,169532,10,0,0,3,0,1,0,0,15,0,0
21,2,285522,12,0,10,0,0,0,0,0,40,0,0
49,2,198774,13,2,5,5,0,1,0,0,35,0,0
32,2,123291,7,1,8,1,0,0,0,0,40,0,0
64,2,146110,12,6,4,4,0,1,0,0,24,0,0
37,1,29814,8,0,7,4,0,0,0,0,50,0,0
61,2,195595,3,3,8,0,0,0,0,0,40,24,0
44,2,92649,8,1,10,2,0,1,0,0,40,0,1
53,2,290688,8,1,10,1,0,0,0,0,52,0,1
43,2,427382,14,0,3,0,0,0,0,0,50,0,1
60,0,234854,15,1,3,1,0,0,0,1902,40,0,1
23,2,276568,12,0,5,3,0,1,0,0,40,0,0
25,2,250038,14,1,8,0,0,0,0,0,40,4,0
29,2,150861,8,0,0,0,0,1,0,0,40,0,0
51,2,87205,13,2,3,4,0,1,0,0,55,7,0
47,2,343579,1,3,7,0,0,0,0,0,12,4,0
20,2,94401,8,0,1,4,0,1,0,0,40,0,0
25,2,120238,6,1,6,1,0,0,5178,0,40,12,1
27,2,205440,5,1,8,1,0,0,0,0,40,0,0
23,2,198996,8,0,0,0,0,1,0,0,40,0,0
18,2,294253,8,0,4,3,0,1,0,0,27,0,0
23,2,256628,3,1,6,1,0,0,0,0,32,0,0
59,1,223131,8,2,1,0,0,0,0,0,60,0,0
46,2,207301,8,0,0,0,0,1,0,0,37,0,0
46,4,125457,14,1,3,1,1,0,0,0,38,0,1
36,4,212856,6,0,4,4,0,1,0,0,23,0,0
44,2,197389,8,3,8,4,0,1,0,0,40,0,0
17,2,73338,6,0,5,3,0,0,0,0,20,0,0
27,2,68037,12,0,1,0,0,0,0,0,45,0,0
32,2,185027,12,1,5,1,0,0,0,0,40,0,1
53,2,107123,8,2,4,0,1,0,0,0,40,0,0
22,2,109482,12,0,3,3,0,0,0,0,98,0,0
30,2,174543,10,0,3,3,0,1,0,0,40,0,0
47,1,208407,13,1,3,1,0,0,0,2002,30,0,0
68,1,211584,12,1,5,1,0,0,0,0,40,0,1
39,2,108540,8,1,5,1,0,0,0,0,40,0,0
22,2,202416,13,0,0,3,0,1,0,0,40,0,0
20,2,176178,8,0,5,3,0,1,0,0,35,0,0
21,2,265148,8,0,2,5,0,0,0,0,38,2,0
30,1,303692,8,1,1,1,0,0,0,0,75,0,0
25,2,135845,12,0,0,3,0,1,0,0,40,0,0
23,0,199915,8,0,4,3,0,1,0,0,21,0,0
40,0,150533,13,1,3,5,0,0,0,0,40,0,0
26,3,85482,8,0,0,0,2,0,0,0,40,0,0
57,1,24473,11,1,10,1,0,0,0,0,40,0,1
36,2,272944,11,1,1,1,0,0,0,0,60,0,1
49,0,194895,13,2,3,0,0,0,0,0,40,0,0
58,2,314153,8,1,10,1,0,0,0,0,40,0,1
32,2,176253,12,2,1,0,1,0,0,0,40,0,0
59,2,113959,8,1,0,1,0,0,0,0,45,0,1
42,0,167581,13,0,0,5,0,1,0,0,40,0,0
37,2,79586,13,1,1,1,2,0,0,0,40,10,0
40,2,166662,9,1,3,1,0,0,15024,0,45,0,1
47,2,72896,8,1,6,1,0,0,0,0,40,0,0
56,2,345730,13,1,3,1,0,0,0,0,45,0,1
30,2,302473,8,0,0,3,0,1,0,0,40,0,0
42,2,42346,8,6,1,0,1,1,0,0,35,0,0
21,2,243921,8,0,4,3,0,0,0,0,40,0,0
21,2,131620,8,3,8,3,0,1,0,0,40,21,0
47,2,158924,8,1,9,2,0,1,0,0,40,0,0
22,1,32921,12,0,7,3,0,0,0,0,20,0,0
35,2,252897,10,0,0,0,0,1,14344,0,40,0,1
41,2,155657,6,0,2,5,1,1,0,0,40,0,0
43,3,155106,13,1,2,1,0,0,0,0,53,0,0
60,2,82775,12,1,5,1,0,0,0,0,55,0,0
